Name,Company_Name,Employee_Job_Title,Employee_City,Employee_Country,Employee_Salary,Employment_Status,Employee_Rating,Credits
Kristen Burton,Taylor-Ramos,Diplomatic Services operational officer,Whitakerbury,Azerbaijan,790690,Full Time,1.1,5
Jennifer Powell,Matthews Inc,Diplomatic Services operational officer,Wardfort,Sao Tome and Principe,694040,Full Time,3.2,1
Leslie Morris,Scott Inc,Administrator,West Jamesview,Ghana,517769,Full Time,0.4,4
John Baird,Taylor-Ramos,"Investment banker, corporate",Ricardomouth,Thailand,235410,Intern,4.0,1
Michael Yang,Andrade LLC,Optometrist,Aliciafort,Bangladesh,923460,Full Time,2.0,5
Tanya Hamilton,Bullock-Carrillo,Trading standards officer,North Melissafurt,China,448820,Full Time,4.0,3
Jacob Williams,"Johnston, Fleming and Tanner",Actuary,Kristaburgh,Holy See (Vatican City State),513650,Full Time,4.3,2
Donald Hall,"Baker, Allen and Edwards",Production engineer,West Jamesview,Slovakia (Slovak Republic),804250,Full Time,4.2,2
Amanda May,Nichols-James,Regulatory affairs officer,Aliciafort,Dominica,530570,Intern,3.2,4
Stephen Leonard,"Campos, Reynolds and Mccormick",Energy manager,Aliciafort,Mexico,929750,Full Time,1.8,4
Sarah Kirby,Matthews Inc,Naval architect,West Jamesview,Anguilla,838030,Full Time,3.8,4
George Walker,James and Sons,Armed forces logistics/support/administrative officer,Ricardomouth,Cote d'Ivoire,14240,Full Time,0.3,5
Cory Newman,Scott Inc,Actuary,Wardfort,Zambia,124110,Full Time,3.4,1
Richard Johnson,Nichols-James,Garment/textile technologist,New Cindychester,Lao People's Democratic Republic,433460,Full Time,4.8,1
Madison Mathews,Marshall-Holloway,Trading standards officer,Whiteside,Serbia,258720,Full Time,3.9,3
Tracy Morrison,Scott Inc,Naval architect,North Melissafurt,Congo,247050,Full Time,2.9,2
Keith Clements,Taylor-Ramos,Naval architect,North Melissafurt,Saudi Arabia,280070,Full Time,2.0,2
Elijah Smith,"Wallace, Smith and Shepard","Investment banker, corporate",New Cindychester,Kyrgyz Republic,214880,Full Time,0.1,4
Thomas Williams,Thomas-Spencer,"Radiographer, therapeutic",New Cindychester,Niger,816220,Full Time,1.6,3
Nathan Norman,Scott Inc,"Radiographer, therapeutic",New Russellton,Hungary,324850,Full Time,1.3,2
Gary Long,"White, Mcclain and Cobb",Regulatory affairs officer,Kristaburgh,New Caledonia,519400,Full Time,4.2,2
Barbara Sullivan,Bullock-Carrillo,Diplomatic Services operational officer,Kristaburgh,Dominica,776230,Full Time,4.3,2
Gabriel Harris,Nelson-Li,Regulatory affairs officer,West Jamesview,India,909740,Full Time,4.4,3
Stephen Chapman,Thomas-Spencer,Trading standards officer,Whitakerbury,New Zealand,604770,Full Time,1.1,1
Sheila Kirby,"Wallace, Smith and Shepard",Production engineer,Whiteside,Faroe Islands,820880,Full Time,0.5,3
Logan Butler,Taylor-Ramos,Make,Whiteside,Saint Lucia,616340,Full Time,3.2,5
Brian Chambers,Matthews Inc,Regulatory affairs officer,Kristaburgh,Eritrea,263770,Full Time,0.1,3
Lawrence Snow,"Wallace, Smith and Shepard",Equities trader,Whiteside,Taiwan,637820,Full Time,2.7,3
Michael Ortiz,Marshall-Holloway,Production engineer,West Jamesview,Maldives,78720,Full Time,1.3,2
Kim Jones,James and Sons,Garment/textile technologist,Wardfort,Uruguay,355650,Full Time,2.8,1
Christine Bean,Marshall-Holloway,Sales promotion account executive,New Cindychester,Heard Island and McDonald Islands,305300,Full Time,3.2,5
George Hess,James and Sons,Make,Whiteside,Mozambique,387790,Full Time,3.9,4
Andrew Johnson,"Campos, Reynolds and Mccormick",Sales promotion account executive,New Cindychester,Niger,758800,Full Time,2.3,5
William Watkins,Bullock-Carrillo,Make,Whitakerbury,Saint Martin,988540,Full Time,0.5,1
Jimmy Guzman,Bullock-Carrillo,Actuary,Whiteside,Philippines,366500,Full Time,2.9,3
Aaron Carlson,Andrade LLC,"Radiographer, therapeutic",Ricardomouth,Mongolia,775550,Full Time,3.7,1
William Jones,Marshall-Holloway,Naval architect,West Jamesview,Kazakhstan,48520,Full Time,4.2,5
Mary Montgomery,"White, Mcclain and Cobb",Regulatory affairs officer,Whitakerbury,Burkina Faso,566480,Full Time,0.3,3
Matthew Tucker,Matthews Inc,Actuary,Whitakerbury,Bangladesh,552010,Full Time,3.1,1
Lance Myers,Bullock-Carrillo,Diplomatic Services operational officer,Ricardomouth,Nigeria,140350,Intern,3.8,5
Julie Moses,Bullock-Carrillo,Energy manager,North Melissafurt,Ghana,270070,Intern,1.4,2
Christopher Jensen,Nelson-Li,Actuary,North Melissafurt,Albania,177430,Full Time,0.7,5
Carlos Greene,"Campos, Reynolds and Mccormick",Regulatory affairs officer,West Jamesview,Benin,562940,Full Time,0.5,3
Shawn Ramos,Matthews Inc,Patent examiner,Whiteside,South Africa,509009,Full Time,3.9,3
Lindsay Mcgee,Andrade LLC,Energy manager,Ricardomouth,Austria,109970,Full Time,1.5,3
Michael Stone,Thomas-Spencer,Garment/textile technologist,Ricardomouth,Lebanon,318780,Full Time,1.3,1
Jacob Cortez,"Baker, Allen and Edwards",Ergonomist,New Cindychester,India,790770,Full Time,1.0,5
Joe Washington,"White, Mcclain and Cobb",Make,Whitakerbury,Malta,806080,Full Time,0.2,1
William Williams,"Johnston, Fleming and Tanner",Sales promotion account executive,West Jamesview,Norway,342770,Full Time,1.9,3
Ryan Melton,Marshall-Holloway,Administrator,New Russellton,Japan,718800,Full Time,4.8,4
Kelly Sexton,"Campos, Reynolds and Mccormick",Equities trader,Ricardomouth,Congo,85200,Full Time,0.3,3
April Cruz,Marshall-Holloway,Trading standards officer,New Russellton,Gambia,413210,Full Time,1.2,5
Tyler Williams,"Baker, Allen and Edwards",Retail merchandiser,West Jamesview,Iceland,563160,Full Time,3.6,4
Melissa Love,"Baker, Allen and Edwards",Diplomatic Services operational officer,North Melissafurt,Northern Mariana Islands,857630,Intern,2.9,4
Benjamin Jackson,Nelson-Li,Armed forces logistics/support/administrative officer,Kristaburgh,Ethiopia,20530,Full Time,1.8,2
Lisa Spencer,"Johnston, Fleming and Tanner",Production engineer,Aliciafort,Timor-Leste,480750,Full Time,1.3,1
Ryan Mays,Nichols-James,Trading standards officer,North Melissafurt,Mauritius,175680,Intern,2.6,1
Brandon Lam,Matthews Inc,Administrator,Whiteside,Burundi,536870,Full Time,4.8,1
Danny Austin,Scott Inc,Armed forces logistics/support/administrative officer,Aliciafort,Montserrat,517209,Full Time,1.2,2
Theresa Doyle,Bullock-Carrillo,Production engineer,Ricardomouth,Cape Verde,618440,Full Time,2.8,2
Gregory Jenkins,Taylor-Ramos,Retail merchandiser,Ricardomouth,Bulgaria,991070,Full Time,3.9,1
Peter Macias,"Wallace, Smith and Shepard",Armed forces logistics/support/administrative officer,Whitakerbury,France,866400,Full Time,2.0,1
Jacob Brown,James and Sons,Diplomatic Services operational officer,New Russellton,Saint Kitts and Nevis,856370,Full Time,4.8,2
Craig Schroeder,Nichols-James,Actuary,West Jamesview,French Polynesia,669630,Full Time,2.5,5
Tiffany Bailey,Andrade LLC,Energy manager,Aliciafort,Panama,589550,Full Time,2.7,2
Brad Scott,"Johnston, Fleming and Tanner",Production engineer,West Jamesview,Syrian Arab Republic,116400,Full Time,3.1,4
Nicole Garcia,Bullock-Carrillo,Energy manager,Whitakerbury,Eritrea,468980,Full Time,3.5,4
Karen Hicks,Marshall-Holloway,Optometrist,North Melissafurt,Djibouti,142600,Full Time,3.1,1
Ruth Brown,Marshall-Holloway,Energy manager,West Jamesview,Dominican Republic,446790,Intern,4.1,1
Kimberly Fletcher,"White, Mcclain and Cobb",Diplomatic Services operational officer,North Melissafurt,Finland,311760,Full Time,3.4,3
Joseph Barber,"Campos, Reynolds and Mccormick",Sales promotion account executive,West Jamesview,Macedonia,791760,Full Time,0.1,3
Jennifer Mitchell,Taylor-Ramos,Armed forces logistics/support/administrative officer,Kristaburgh,Nepal,733460,Full Time,2.0,5
Heather Cain,Nichols-James,Trading standards officer,New Cindychester,Saint Barthelemy,645140,Full Time,1.7,5
Mary Shepard,"White, Mcclain and Cobb",Make,Aliciafort,Congo,268910,Full Time,2.0,1
Francisco Hernandez,Andrade LLC,Ergonomist,Whiteside,Poland,81860,Full Time,1.8,4
Henry Davis,Andrade LLC,Trading standards officer,Whiteside,Maldives,479750,Full Time,1.3,4
Rebecca Jimenez,"White, Mcclain and Cobb",Diplomatic Services operational officer,West Jamesview,Bangladesh,766170,Full Time,4.5,3
William Rice,Scott Inc,"Radiographer, therapeutic",West Jamesview,Vietnam,155860,Full Time,2.3,3
Lisa Harrington,James and Sons,"Radiographer, therapeutic",Whiteside,Mozambique,558080,Intern,4.5,1
Christie Frost,Andrade LLC,Optometrist,Whiteside,Honduras,26350,Full Time,1.5,4
Valerie Jones,"Baker, Allen and Edwards",Optometrist,Kristaburgh,Denmark,161280,Full Time,1.7,3
Scott Escobar,Nichols-James,Trading standards officer,Kristaburgh,Kyrgyz Republic,997550,Full Time,0.7,3
Gregory Smith,James and Sons,Trading standards officer,West Jamesview,United States Minor Outlying Islands,590110,Full Time,3.1,4
Andrew Holland,"Wallace, Smith and Shepard","Investment banker, corporate",Aliciafort,Guernsey,345530,Full Time,1.0,1
Lisa Jackson,Nelson-Li,"Radiographer, therapeutic",Whiteside,Peru,488010,Intern,1.1,5
Mary Benitez,James and Sons,Energy manager,Ricardomouth,New Caledonia,860370,Full Time,0.2,4
Shannon Richardson,Marshall-Holloway,Regulatory affairs officer,Kristaburgh,Togo,404180,Full Time,4.7,4
Tanner Sims,Scott Inc,Equities trader,North Melissafurt,Albania,396820,Full Time,2.9,5
Steven Brooks,Bullock-Carrillo,Administrator,Ricardomouth,United Kingdom,913510,Full Time,1.6,3
Maria Smith,"Campos, Reynolds and Mccormick",Actuary,New Russellton,Lithuania,955590,Full Time,2.0,4
Andrea Schultz,Bullock-Carrillo,Administrator,North Melissafurt,Mongolia,519710,Full Time,0.2,1
Alyssa Duffy,Andrade LLC,Naval architect,Wardfort,Tanzania,680570,Full Time,3.5,3
Brittany Munoz,Bullock-Carrillo,Actuary,North Melissafurt,Denmark,876930,Full Time,2.4,4
Jessica Koch,Nichols-James,Diplomatic Services operational officer,West Jamesview,Saint Barthelemy,801810,Full Time,0.9,2
Nicholas Allen,Marshall-Holloway,Regulatory affairs officer,Whitakerbury,New Zealand,285800,Intern,4.9,4
Michael Austin,Taylor-Ramos,Diplomatic Services operational officer,Wardfort,Swaziland,559390,Full Time,4.4,4
Steven Good,Thomas-Spencer,Optometrist,Whiteside,Seychelles,920000,Full Time,2.8,5
Christina Rivera,Nichols-James,Production engineer,Wardfort,Central African Republic,767500,Full Time,2.7,3
James Mejia,James and Sons,Naval architect,Kristaburgh,Iceland,679170,Full Time,2.9,4
Jermaine Blackwell,"Campos, Reynolds and Mccormick",Production engineer,New Cindychester,French Polynesia,395500,Full Time,3.0,1
Kathryn Mendez,"Johnston, Fleming and Tanner",Regulatory affairs officer,Wardfort,United States of America,560570,Full Time,0.8,4
Douglas Jones,Thomas-Spencer,"Investment banker, corporate",West Jamesview,Comoros,223180,Full Time,4.3,1
Kimberly Taylor,Nichols-James,Naval architect,Whiteside,Bahamas,637050,Full Time,2.6,5
Katelyn Rivera,Andrade LLC,Armed forces logistics/support/administrative officer,Kristaburgh,Myanmar,373480,Full Time,3.4,2
Andrew Hale,"Campos, Reynolds and Mccormick",Diplomatic Services operational officer,Aliciafort,Montenegro,219050,Full Time,0.5,5
Michael Miller,"Baker, Allen and Edwards",Optometrist,New Russellton,Bosnia and Herzegovina,18180,Intern,2.8,3
Kelly Friedman,Nelson-Li,Diplomatic Services operational officer,Wardfort,China,850820,Intern,3.3,5
Patricia Campos,Nelson-Li,"Radiographer, therapeutic",West Jamesview,Mongolia,553700,Full Time,3.4,2
Scott Robinson,Matthews Inc,"Investment banker, corporate",North Melissafurt,Vanuatu,403150,Full Time,0.3,1
Taylor Smith,Nelson-Li,Equities trader,Whiteside,Maldives,480680,Intern,0.2,2
Teresa Wilson,Thomas-Spencer,Diplomatic Services operational officer,Whiteside,Thailand,858350,Full Time,4.6,2
Christina Hale,James and Sons,"Investment banker, corporate",Aliciafort,Puerto Rico,130500,Full Time,0.7,4
Luke Hall,Nelson-Li,Naval architect,Wardfort,Moldova,727650,Full Time,3.5,1
Abigail Brown,Nelson-Li,Regulatory affairs officer,New Cindychester,Dominican Republic,943550,Intern,2.9,3
Daniel Baxter,Matthews Inc,Actuary,Aliciafort,Ukraine,724000,Intern,4.6,1
Hannah Ware,Nichols-James,Make,New Cindychester,Pitcairn Islands,862210,Intern,1.8,1
Samantha Anderson,Taylor-Ramos,Make,West Jamesview,Zambia,439440,Full Time,4.9,2
Monica Lewis,Nelson-Li,Garment/textile technologist,New Russellton,Gabon,152550,Full Time,2.3,2
Heather Garza,Andrade LLC,Patent examiner,Whiteside,Congo,137510,Intern,4.4,5
Dorothy Meyers,Matthews Inc,Optometrist,West Jamesview,Pakistan,183830,Full Time,4.0,4
Mark Rodriguez,"Baker, Allen and Edwards",Regulatory affairs officer,West Jamesview,Uzbekistan,165830,Full Time,3.5,2
Erica Robbins,Scott Inc,Production engineer,West Jamesview,Uzbekistan,872690,Full Time,2.5,4
Lauren Warren,"Campos, Reynolds and Mccormick",Diplomatic Services operational officer,Ricardomouth,Lao People's Democratic Republic,459500,Intern,1.2,5
Rebecca Aguilar,"Campos, Reynolds and Mccormick",Actuary,Aliciafort,Slovenia,853110,Full Time,4.4,5
John Lawson,Matthews Inc,Garment/textile technologist,North Melissafurt,Cuba,276110,Intern,0.6,4
Kendra Meadows,"Johnston, Fleming and Tanner",Administrator,Ricardomouth,Maldives,994290,Intern,0.9,5
Roger Barr,Scott Inc,Regulatory affairs officer,Aliciafort,Mongolia,360860,Full Time,3.3,3
Christopher Soto,"White, Mcclain and Cobb",Actuary,Aliciafort,Guernsey,516760,Intern,1.6,4
Gabriel Haley,"Campos, Reynolds and Mccormick",Production engineer,Whitakerbury,Netherlands,715740,Full Time,3.6,3
Anthony Nelson,"Johnston, Fleming and Tanner",Retail merchandiser,Kristaburgh,Cote d'Ivoire,123600,Full Time,0.6,3
Brenda Lloyd,Taylor-Ramos,Actuary,West Jamesview,Korea,957830,Intern,4.8,4
Trevor Wilkerson,Marshall-Holloway,Garment/textile technologist,West Jamesview,Anguilla,822790,Full Time,0.1,5
James Baldwin,"Johnston, Fleming and Tanner",Retail merchandiser,Wardfort,Isle of Man,331440,Full Time,4.0,2
Jose Smith,Nichols-James,Diplomatic Services operational officer,West Jamesview,Cambodia,30110,Full Time,3.8,5
Jacob Ruiz,Bullock-Carrillo,Diplomatic Services operational officer,New Cindychester,Latvia,117290,Full Time,0.7,2
Ashley Wood,Taylor-Ramos,Energy manager,West Jamesview,Sri Lanka,302420,Intern,1.5,4
Tamara Andrews,Matthews Inc,Garment/textile technologist,New Cindychester,Guam,892300,Full Time,0.0,5
Jennifer Gomez,"Campos, Reynolds and Mccormick",Diplomatic Services operational officer,Wardfort,French Guiana,606360,Full Time,4.2,1
Jessica Barron,Thomas-Spencer,Patent examiner,West Jamesview,Kiribati,852570,Full Time,4.1,4
James Leach,Nichols-James,Ergonomist,Kristaburgh,Thailand,998670,Full Time,2.0,5
Kimberly Dunn,"Johnston, Fleming and Tanner",Actuary,Whitakerbury,Sudan,746480,Full Time,4.6,3
Abigail Green,Thomas-Spencer,Make,Aliciafort,Argentina,624380,Intern,4.7,2
Nicholas Lee,"Johnston, Fleming and Tanner",Armed forces logistics/support/administrative officer,West Jamesview,Korea,761160,Full Time,4.5,4
Tiffany Lee,Nichols-James,Make,Whitakerbury,Western Sahara,962420,Full Time,0.8,5
James Weber,"Wallace, Smith and Shepard",Administrator,Ricardomouth,Hungary,844800,Intern,3.5,5
Gregory Edwards,"Johnston, Fleming and Tanner",Regulatory affairs officer,Whiteside,Namibia,238040,Full Time,1.2,4
Regina Campos,"White, Mcclain and Cobb",Administrator,Aliciafort,Monaco,805780,Full Time,1.7,2
Mary Johnson,Nichols-James,Diplomatic Services operational officer,Aliciafort,Uzbekistan,932150,Full Time,1.0,3
Erin Mitchell,"Wallace, Smith and Shepard",Ergonomist,Wardfort,Ecuador,425070,Full Time,4.4,1
Dawn Lee,Marshall-Holloway,Optometrist,North Melissafurt,Liberia,547890,Intern,2.4,4
Paula Weaver,Thomas-Spencer,Ergonomist,Ricardomouth,Lao People's Democratic Republic,808060,Intern,1.5,2
Taylor Williams,Matthews Inc,"Radiographer, therapeutic",New Cindychester,Aruba,908210,Full Time,2.2,4
Patrick Buchanan,Thomas-Spencer,Optometrist,Ricardomouth,Malaysia,979150,Full Time,2.5,5
Lisa Mccall,Bullock-Carrillo,Ergonomist,West Jamesview,Saint Pierre and Miquelon,782450,Full Time,2.5,3
Kimberly Lucas,"Campos, Reynolds and Mccormick",Sales promotion account executive,Whitakerbury,Latvia,936030,Full Time,0.3,2
Veronica May,"White, Mcclain and Cobb",Patent examiner,Whitakerbury,Kiribati,723760,Full Time,2.9,2
Robert Cole,Scott Inc,Diplomatic Services operational officer,Aliciafort,Isle of Man,357080,Full Time,1.4,3
Caleb Ramirez,Bullock-Carrillo,Retail merchandiser,Ricardomouth,Antigua and Barbuda,685320,Intern,1.0,3
Joseph Johnson,"White, Mcclain and Cobb",Regulatory affairs officer,Wardfort,Guyana,903800,Intern,1.0,4
Jonathan Davidson,Nichols-James,Equities trader,Whitakerbury,Kuwait,864780,Full Time,3.5,1
William Russell,Thomas-Spencer,Optometrist,New Russellton,Comoros,749990,Full Time,1.7,4
Kyle Carlson,Andrade LLC,Trading standards officer,Whiteside,Papua New Guinea,9640,Full Time,3.8,2
Frank Haynes,"White, Mcclain and Cobb",Diplomatic Services operational officer,West Jamesview,Ecuador,373350,Intern,3.2,4
Heidi Coleman,"Campos, Reynolds and Mccormick",Armed forces logistics/support/administrative officer,Kristaburgh,Ghana,243700,Full Time,1.9,2
Michael Diaz,Taylor-Ramos,Make,New Cindychester,Sudan,29770,Intern,1.5,4
Amanda Carson,"Campos, Reynolds and Mccormick",Naval architect,West Jamesview,Kenya,527220,Intern,2.0,3
Kari Watson,Marshall-Holloway,Diplomatic Services operational officer,Whiteside,Venezuela,182880,Full Time,2.8,1
Timothy Marquez,"Baker, Allen and Edwards","Investment banker, corporate",Kristaburgh,Rwanda,37010,Intern,3.3,2
David Alvarado,Scott Inc,Diplomatic Services operational officer,North Melissafurt,Micronesia,824580,Full Time,1.5,5
John Wells,Andrade LLC,Actuary,New Cindychester,Zambia,852710,Full Time,3.5,2
Brandi Jensen,Matthews Inc,"Investment banker, corporate",Ricardomouth,Bermuda,282020,Full Time,4.1,3
Diamond Daniel,Nichols-James,Production engineer,New Cindychester,Turkmenistan,629610,Full Time,4.0,4
Cameron Howe,Nichols-James,Sales promotion account executive,Whitakerbury,Haiti,355200,Full Time,4.8,5
Emily Howard,James and Sons,Optometrist,Whitakerbury,Saint Barthelemy,170660,Full Time,0.6,4
Amy Adkins,Marshall-Holloway,Naval architect,Aliciafort,Guinea-Bissau,902580,Full Time,3.5,4
Erin Barber,Bullock-Carrillo,"Radiographer, therapeutic",Ricardomouth,British Virgin Islands,654940,Intern,1.9,1
Ronald Stanley,"Campos, Reynolds and Mccormick",Diplomatic Services operational officer,Aliciafort,Cape Verde,947460,Full Time,0.1,3
Bryan Beasley,Scott Inc,Actuary,Whitakerbury,Lebanon,811510,Intern,1.3,4
Justin Schultz,Andrade LLC,Sales promotion account executive,Whiteside,Iran,331640,Intern,4.6,3
Jeanne Moyer,Bullock-Carrillo,Diplomatic Services operational officer,Whiteside,Saint Barthelemy,872670,Full Time,0.1,3
Edward Cruz,Thomas-Spencer,Make,West Jamesview,Mali,495840,Full Time,0.9,3
Mary Vega,Marshall-Holloway,Armed forces logistics/support/administrative officer,Kristaburgh,Aruba,881120,Intern,3.1,3
Kayla Lynch,"Wallace, Smith and Shepard",Ergonomist,North Melissafurt,United States Virgin Islands,456040,Full Time,4.8,4
Keith White,"Campos, Reynolds and Mccormick",Trading standards officer,Whiteside,United States Virgin Islands,417590,Full Time,4.4,4
Steven Lamb,Scott Inc,Make,North Melissafurt,Ghana,814610,Full Time,3.4,4
Jacqueline Lane,Bullock-Carrillo,Diplomatic Services operational officer,Wardfort,Cayman Islands,278410,Full Time,4.9,1
Vanessa Gonzalez,"White, Mcclain and Cobb",Equities trader,New Russellton,Greece,653520,Full Time,0.3,5
Michelle Frye,Nichols-James,Trading standards officer,New Cindychester,Solomon Islands,934300,Intern,4.5,1
Lisa Johnson,Andrade LLC,Regulatory affairs officer,New Russellton,South Africa,888360,Full Time,2.4,5
Donald Clements,"Johnston, Fleming and Tanner",Retail merchandiser,Wardfort,Somalia,536730,Full Time,0.5,4
Sandra Gonzalez,Andrade LLC,"Radiographer, therapeutic",North Melissafurt,Macedonia,314110,Full Time,3.7,2
Rebecca Mueller,"Baker, Allen and Edwards",Energy manager,Wardfort,Sudan,668500,Full Time,1.7,2
Dale Atkinson,"Campos, Reynolds and Mccormick",Garment/textile technologist,New Russellton,Turkmenistan,976640,Full Time,2.7,2
Tracy Walker,"Wallace, Smith and Shepard",Optometrist,Kristaburgh,Lesotho,799870,Full Time,0.8,3
Christine Chavez,"Wallace, Smith and Shepard",Sales promotion account executive,Aliciafort,Saint Helena,612620,Full Time,2.2,4
Christine Alvarado,Scott Inc,Trading standards officer,Aliciafort,French Southern Territories,221180,Intern,3.1,1
Christopher Taylor,Thomas-Spencer,Production engineer,North Melissafurt,Grenada,179560,Full Time,3.5,4
Jerry Parker,"White, Mcclain and Cobb",Equities trader,West Jamesview,United States Virgin Islands,194930,Intern,3.5,3
Samantha Ewing,Matthews Inc,Trading standards officer,New Cindychester,Liechtenstein,39290,Full Time,4.5,5
Paige Young,Nichols-James,Retail merchandiser,Whiteside,Sudan,260299,Intern,3.5,3
Nicole Herrera,"White, Mcclain and Cobb",Administrator,Kristaburgh,Korea,967590,Full Time,2.9,4
Steven Crawford,Bullock-Carrillo,Garment/textile technologist,Wardfort,Falkland Islands (Malvinas),27330,Full Time,3.9,5
Travis Swanson,Taylor-Ramos,Production engineer,Whitakerbury,Congo,9510,Intern,4.0,4
Jesus Matthews,Nichols-James,Garment/textile technologist,Wardfort,Myanmar,190680,Full Time,2.0,5
Megan Marquez,"Campos, Reynolds and Mccormick",Production engineer,Aliciafort,Armenia,209050,Full Time,0.7,4
James Adams,Scott Inc,Patent examiner,Whitakerbury,Nicaragua,459130,Full Time,2.1,1
Ricardo Mcdaniel,Matthews Inc,Administrator,North Melissafurt,South Africa,652870,Full Time,4.0,1
Michelle Martinez,Matthews Inc,"Investment banker, corporate",New Cindychester,Tanzania,203500,Full Time,3.8,1
Jonathan Weber,"Baker, Allen and Edwards",Naval architect,West Jamesview,Monaco,266530,Full Time,3.1,5
Lisa Garcia,Marshall-Holloway,Administrator,New Cindychester,Malta,338380,Full Time,1.3,1
Susan Weaver,James and Sons,Patent examiner,West Jamesview,Saint Barthelemy,177100,Full Time,1.1,5
Karen Baker,Bullock-Carrillo,Retail merchandiser,Kristaburgh,Timor-Leste,632050,Intern,0.4,4
Charles West,"Wallace, Smith and Shepard",Retail merchandiser,Ricardomouth,Liechtenstein,384000,Full Time,3.0,5
Brandy Thompson,James and Sons,Garment/textile technologist,Aliciafort,Iraq,256299,Intern,0.7,1
Robert Hicks,Bullock-Carrillo,Ergonomist,Whitakerbury,Bosnia and Herzegovina,875320,Full Time,1.4,2
Amber Murray,Andrade LLC,Energy manager,Whiteside,Montserrat,453010,Full Time,0.5,2
Douglas Hester,James and Sons,Regulatory affairs officer,West Jamesview,Uganda,34540,Full Time,0.9,1
Connie Mejia,Nichols-James,Garment/textile technologist,New Russellton,United States Minor Outlying Islands,619710,Full Time,1.7,5
Kimberly Lozano,"White, Mcclain and Cobb",Regulatory affairs officer,New Russellton,Montenegro,324940,Full Time,3.3,1
Jeffrey Davis,"Johnston, Fleming and Tanner",Regulatory affairs officer,Ricardomouth,Niger,153100,Full Time,4.1,4
Kimberly Rogers,Bullock-Carrillo,Energy manager,North Melissafurt,Russian Federation,925970,Intern,2.7,2
Phillip Pena,"Johnston, Fleming and Tanner",Diplomatic Services operational officer,Wardfort,Spain,249450,Full Time,0.3,5
Kevin Graves,Nelson-Li,Naval architect,Whitakerbury,Lithuania,55580,Full Time,2.4,1
Doris George,Taylor-Ramos,Naval architect,Wardfort,Angola,139930,Full Time,3.5,4
Glen Fox,Scott Inc,Equities trader,Kristaburgh,Nigeria,778210,Full Time,4.8,5
Ashley Smith,Thomas-Spencer,Diplomatic Services operational officer,West Jamesview,Central African Republic,229740,Full Time,1.0,4
Corey Davis,Nichols-James,Retail merchandiser,Ricardomouth,Czech Republic,903340,Intern,4.7,4
Justin Spence,Marshall-Holloway,"Radiographer, therapeutic",North Melissafurt,Singapore,996020,Intern,0.3,4
James Daniels,Nelson-Li,Regulatory affairs officer,New Russellton,Guatemala,158340,Full Time,3.1,4
Nicole Wade,Thomas-Spencer,Trading standards officer,Wardfort,South Georgia and the South Sandwich Islands,160210,Intern,3.8,4
Thomas Perez,Taylor-Ramos,Actuary,Wardfort,Saint Kitts and Nevis,122620,Full Time,0.9,4
Derek Perez,Taylor-Ramos,Energy manager,Aliciafort,Saudi Arabia,126179,Full Time,0.4,3
Karen Gray,Nichols-James,Optometrist,Whitakerbury,Eritrea,932930,Full Time,1.3,5
Tanner Anderson,Taylor-Ramos,Armed forces logistics/support/administrative officer,Ricardomouth,Yemen,15730,Full Time,0.6,4
Erica Robinson,"Campos, Reynolds and Mccormick",Armed forces logistics/support/administrative officer,Ricardomouth,Burundi,11800,Full Time,2.3,2
Brandon Johnson,Andrade LLC,Armed forces logistics/support/administrative officer,Whitakerbury,Kenya,294140,Full Time,1.9,3
Mark Gordon,"Baker, Allen and Edwards",Optometrist,Wardfort,Indonesia,516950,Full Time,4.5,4
Courtney Bell,Andrade LLC,Sales promotion account executive,Kristaburgh,Holy See (Vatican City State),257400,Intern,2.8,3
Kathleen Lamb,"Wallace, Smith and Shepard",Administrator,Kristaburgh,Afghanistan,861920,Full Time,1.2,2
Renee Davis,Nichols-James,Administrator,Aliciafort,Slovenia,848830,Full Time,5.0,3
Lindsey Sullivan,"Baker, Allen and Edwards",Garment/textile technologist,North Melissafurt,Chile,504680,Full Time,0.1,2
